Subject,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Thumb Image,Template Title,Template Summary,New Test Text,Tags,Brand,Category,Set Date,Sender,Meta Title,Meta Description
"Kickstarting the new year, identity guidelines, and Webflow’s new CPO 👋",newsletter-from-webflow-01172024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b16aac7fe40c2b6a3a4d5c,false,false,Fri Aug 29 2025 08:54:04 GMT+0000 (Coordinated Universal Time),Sat Feb 07 2026 17:18:19 GMT+0000 (Coordinated Universal Time),Sat Feb 07 2026 18:37:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/693b0ab19dab63c0fb0eb476_692da92a0b7d88cdd26dc329_webflow%2520newsletter.png,Webflow email 16,"This email serves as a comprehensive newsletter from Webflow, highlighting company news, design and no-code inspiration, educational content, community stories, and featured projects. The structure is well-organized with a clear hierarchy, featuring sections such as a spotlight on the new Chief Product Officer, practical design advice, curated creative resources, agency stories, and calls to action for further engagement. The tone is professional yet engaging, aiming to inform and inspire the design and Webflow user community while promoting product and service features.",,newsletter; content-engagement,webflow,educate-engage,Wed Jan 17 2024 21:04:00 GMT+0000 (Coordinated Universal Time),Max at Webflow, Newsletter from Webflow | Educate & Engage 7,"Discover Webflow's latest updates featuring new CPO Rachel Wolan, project scoping tips, design systems, and top community builds and resources to boost your web design."
La keynote de la Config commence bientôt,conference-invite-from-figma-06262024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686e71bfd111453c3509666a,false,false,Wed Jul 09 2025 13:42:23 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:29:20 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686e71bfd111453c35096665_0bad93fb-f34c-4b8a-bd69-5afadc3235dc.png,Figma email 15,"This email functions as an announcement and live event invitation for Figma's biggest product launch of the year, the Config 2024 keynote starting at 9 AM Pacific Time. The structure includes a clear call-to-action to register and watch the live event, accompanied by branded imagery and social media links for broader engagement. The tone is enthusiastic and professional, designed to generate excitement and encourage participation among Figma's user community.",,conference-invite; irl-event,figma,educate-engage,Wed Jun 26 2024 14:24:00 GMT+0000 (Coordinated Universal Time),Figma,Conference Invite from Figma | Educate & Engage 4,"Assistez au plus grand lancement de produits de Figma l'année, la keynote Config 2024 à 9h PT. Inscrivez-vous pour regarder en direct les innovations de la plateforme design."
Last 3 days of your trial,trial-expiration-warning-from-buffer-11302023,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f73703016a388b10b2fc7,false,false,Fri Aug 15 2025 17:50:40 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:05 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f73703016a388b10b2fb7_167f191c-a609-4890-b960-db4170b3e963.png,Buffer email 03,"This email is a friendly and concise trial expiration reminder from Buffer aimed at encouraging users to select a subscription plan before their trial ends. It structurally combines a personalized greeting, a clear call-to-action button for selecting a plan, and reassurance about the automatic downgrade to a free plan if no payment details are provided. The tone is warm, supportive, and customer-centric, reinforced by testimonials and an open invitation for direct support responses.",,trial-expiration-warning; upgrade-cta,buffer,onboard-free-user,Thu Nov 30 2023 14:46:00 GMT+0000 (Coordinated Universal Time),Essence from Buffer,Trial Expiration Warning from Buffer | Onboard Free User,Buffer trial ending soon. Choose your subscription plan now to keep managing your social media. Downgrade to Free plan automatically if no payment info provided.
Last Chance: New Calendly features demo + Q&A,webinar-invitation-from-calendly-11062024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6899eec5c4b48646d1bc3f77,false,false,Mon Aug 11 2025 13:23:17 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 13:03:41 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6899eec4c4b48646d1bc3f25_0c360d87-3a1d-4cc3-b3c2-ce044a26f434.png,Calendly email 51,"This email is a promotional reminder for an upcoming product webinar titled 'What’s New at Calendly: Q3 2024 Feature Update.' It features a personal tone with a greeting and signature from the product marketing manager, focusing on engaging recipients to register for the live event or the recording. The email highlights key features to be demonstrated, includes multiple calls-to-action with registration links, and uses branded images to create visual interest and reinforce the invitation's importance.",,webinar-invitation; content-engagement,calendly,educate-engage,Wed Nov 06 2024 18:07:00 GMT+0000 (Coordinated Universal Time),Danielle @ Calendly,Webinar Invitation from Calendly | Educate & Engage 8,"Join Calendly's product webinar for Q3 2024 updates. Learn about new mobile app alerts, meeting follow-ups, and email automation. Register now!"
Last call — coffee for your thoughts? ☕️,survey-from-customerio-10042024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f182506303833e3951da4,false,false,Fri Aug 15 2025 11:21:09 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:03 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f182506303833e3951d85_b70cfd4c-6963-4279-849e-be461715ee1e.png,Customer.io email 28,"This email functions as a call-to-action message encouraging the recipient to participate in a survey for the 2024 State of Messaging report. It is structured with a friendly and conversational tone, prominently featuring a direct invitation, an incentive ($10 gift card), and links to both the survey and last year's report to build engagement. The layout includes branding elements, social media icons, and subscription management options, maintaining a professional yet approachable style.",,survey,customer-io,request-feedback,Fri Oct 04 2024 09:00:00 GMT+0000 (Coordinated Universal Time),Cody at Customer.io,Survey from Customer.io | Request Feedback,"Customer.io invites you to take the 2024 State of Messaging survey, sharing insights on marketing trends. Complete in under 7 minutes for a $10 gift card."
Last call: Sign up for Masterclass with influencer Morgan J. Ingram,webinar-invitation-from-calendly-05062024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6899cf7eb729b6bf116c96a7,false,false,Mon Aug 11 2025 11:09:50 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 12:59:52 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6899cf7db729b6bf116c9675_3ce0c1ca-f085-465e-98af-e0cd73154786.png,Calendly email 34,"This email serves as a last-chance registration reminder for a sales masterclass series featuring expert Morgan J. Ingram. The structure includes a personalized greeting, an introduction to the event, multiple call-to-action links to register (both for live attendance and for receiving recordings), and supportive visual elements like images and a signature from a company marketing manager. The tone is urgent yet supportive, encouraging immediate action while reassuring that recordings will be available if attending live is not possible.",,webinar-invitation; content-engagement,calendly,educate-engage,Mon May 06 2024 16:31:00 GMT+0000 (Coordinated Universal Time),Michelle @ Calendly,Webinar Invitation from Calendly | Educate & Engage 2,Join Calendly's Masterclass Series with sales expert Morgan J. Ingram to master sales tactics from cold outreach to closed deals. Register now!
Last chance to join us for big announcements,webinar-invitation-from-lucid-04022025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6895e80793ac2fe8b23ae9d6,false,false,Fri Aug 08 2025 12:05:27 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 13:14:32 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6895e80693ac2fe8b23ae978_7c32d227-80e6-4058-a946-eff9dcdaf524.png,Lucid email 42,"This email invites users to register for 'Lately @ Lucid,' a biannual virtual user event scheduled for early April 2025 across multiple time zones. It highlights the agenda focused on organizational transformation, Agile engagement, and cloud collaboration, and reassures recipients that recordings will be available if they cannot attend live. The structure uses clear calls to action with multiple registration links, supported by brand imagery, creating an informative yet promotional tone.",,webinar-invitation; content-engagement,lucid,educate-engage,Wed Apr 02 2025 06:02:00 GMT+0000 (Coordinated Universal Time),Lucid,Webinar Invitation from Lucid | Educate & Engage 3,"Join Lately @ Lucid, the biannual user event on April 3-4, 2025. Discover new product updates, Agile team tips, and cloud transformation insights with Lucid."
Last chance to keep your plan!,upgrade-cta-from-jira-06212025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689ef34aee5939d28edb7312,false,false,Fri Aug 15 2025 08:43:54 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:51 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/693bfcbc51ad6cbfb5086f79_692d64137439929fec475524_jira%2520upgrade%2520cta.png,Jira email 09,"This email serves as a pre-dunning notification from Atlassian Jira to a user named Jonathan, warning about the potential loss of the Jira Premium plan due to unpaid charges or lack of payment details. The structure is clear and focused, starting with a personal, somewhat urgent greeting, followed by direct calls to action to either retain the current plan or explore alternatives. The tone balances urgency with reassurance, providing explicit next steps and customer support options, combined with legal and social media footer links for credibility and connectivity.",,upgrade-cta; usage-expansion,jira,win-back-churned-user,Sat Jun 21 2025 00:55:00 GMT+0000 (Coordinated Universal Time),Atlassian Jira,Upgrade CTA from Jira | Win Back Churned User,"Atlassian Jira notifies Jonathan of last chance to keep Premium plan with advanced features, avoid downgrade or deactivation by updating payment."
"Last chance to register: Slack City Tour Encore, Jan 16",webinar-invitation-from-slack-14012025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68c071c05094eeb0bb987575,false,false,Tue Sep 09 2025 18:28:16 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 14:21:45 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 15:25:39 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68c071c05094eeb0bb987548_c6ac7bd6-80a0-4d0e-8306-815ff134b2b3.png,Slack email 16,,"<p id="""">This email from Slack promotes a virtual event called Slack City Tour Encore, focusing on AI integration and its practical applications in organizations. The structure includes a headline, event details with date and time, a call-to-action for registration, and key discussion points presented as questions to engage recipients around AI governance, productivity, and human-AI collaboration.</p><p>‍</p><p id="""">The tone is informative and encouraging, aiming to motivate recipients to join the event by highlighting the value and inclusivity with multi-language subtitles.</p><p>‍</p>",webinar-invitation; content-engagement,slack,educate-engage,Tue Jan 14 2025 10:36:00 GMT+0000 (Coordinated Universal Time),Slack,Webinar Invitation from Slack | Educate & Engage 4,"Join Slack's virtual City Tour Encore on Jan 16 to explore AI's impact, safe deployment, and enhancing teamwork with real-life examples and insights."
Last chance to register: The Success Story of On,webinar-invitation-from-slack-09072025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68c0738d8daebee77ea34675,false,false,Tue Sep 09 2025 18:35:57 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 14:24:44 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 15:25:39 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68c0738d8daebee77ea3465c_7d61102b-3875-465f-bb56-45de38103812.png,Slack email 27,,"<p id="""">This email functions as a webinar invitation from Slack, aimed at professionals interested in scaling their businesses while maintaining innovation and culture. It is structured with a clear introduction to the topic and the speaker, Omid Habibi from On AG, followed by key learning points and a prominent call-to-action button to register. </p><p>‍</p><p id="""">The tone is professional, encouraging, and informative, aligning with Slack's brand as a collaborative and innovative platform.</p><p>‍</p>",webinar-invitation; content-engagement,slack,educate-engage,Wed Jul 09 2025 07:40:00 GMT+0000 (Coordinated Universal Time),Slack,Webinar Invitation from Slack | Educate & Engage 7,"Join Slack's webinar with On AG to learn how to scale globally without losing agility or innovation. Discover structured Slack use, workflows, and culture tips."
Last chance to register: Win New Deals with Slack and Starter Suite,webinar-invitation-from-slack-21072025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68c07437fa2f51c30cde29fb,false,false,Tue Sep 09 2025 18:38:47 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 14:26:37 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 15:25:39 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68c07437fa2f51c30cde29cf_bc7320b3-9845-42ed-93f6-4caa36f07bf4.png,Slack email 30,,"<p id="""">This email serves as a last-chance webinar invitation from Slack, focusing on demonstrating the benefits of integrating Slack with its Starter Suite to enhance deal-winning strategies and customer service. It is structured with a clear call-to-action for registration, a preview of key webinar topics, and a friendly yet urgent tone encouraging immediate sign-up. </p><p>‍</p><p id="""">The layout includes branded images and multiple clickable links to boost engagement and provide seamless user navigation.</p><p>‍</p>",webinar-invitation; content-engagement,slack,educate-engage,Mon Jul 21 2025 08:34:00 GMT+0000 (Coordinated Universal Time),Slack,Webinar Invitation from Slack | Educate & Engage 10,Join Slack's July 22 webinar to learn actionable strategies using Starter Suite for new deal wins and enhanced customer collaboration.
Last chance to save your Pipedrive data,reengage-cancelled-users-from-pipedrive-08062024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b7f661893fe85af21b011,false,false,Tue Aug 12 2025 17:52:38 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 16:41:07 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b7f661893fe85af21b00c_be08f985-1111-4cb0-b80d-4f12242feeb7.png,Notion email 39,"This email is a cancellation follow-up sent to a user who has recently canceled their Pipedrive subscription. It serves as a last reminder to retain access to their account data, including contacts, deals, and scheduled activities, before the account is fully deactivated. The email is structured with clear, direct calls to action, featuring prominent links to keep the account active and contact support, and it maintains a friendly yet urgent tone to encourage the user to reconsider their cancellation.",,re-engage-cancelled-users,pipedrive,win-back-churned-user,Tue Aug 06 2024 08:30:00 GMT+0000 (Coordinated Universal Time),Pipedrive,Re-engage Cancelled Users from Pipedrive | Win Back Churned User 3,"Pipedrive alerts you to the cancellation of your subscription with a final chance to save your contacts, deals, and account data before access ends."
Lately @ Lucid: Check out our latest updates!,product-update-from-lucid-06042024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6895e28993ac2fe8b235e287,false,false,Fri Aug 08 2025 11:42:01 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 16:08:58 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6895e28993ac2fe8b235e22c_f78049c7-7612-420e-b9cc-832e06db5856.png,Lucid email 18,"This email from Lucid introduces new features designed to enhance team collaboration, coordination, alignment, and productivity. The message is structured around three core themes — Coordinate, Align, and Build — each detailed with specific feature highlights such as team hubs, AI-assisted Microsoft Copilot integration, and developer tools. The tone is informative and motivating, focusing on the benefits these features offer to streamline workflows and improve teamwork efficiency.",,product-update; new-feature-nudge,lucid,announce-new-features,Tue Jun 04 2024 07:03:00 GMT+0000 (Coordinated Universal Time),Lucid,Product Update from Lucid | Announce New Features 4,"Lucid introduces enhanced team hubs, AI-powered alignment tools like Microsoft Copilot, and developer resources to streamline teamwork and workflows."
Lately @ Lucid: Check out our latest updates!,product-update-from-lucid-04032025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6895e82f4657c4bdd3f48e5a,false,false,Fri Aug 08 2025 12:06:07 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 16:08:10 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6895e82f4657c4bdd3f48e51_ff87e1c1-449c-44e6-b27e-8e7e5eea95c6.png,Lucid email 43,"This email from Lucid announces several new solutions and an acquisition aimed at improving agile, cloud, process, and product management within organizations. The structure is segmented by each new feature, providing brief descriptions, availability timelines, and links to learn more. The tone is professional and enthusiastic, focusing on innovation and accelerating work with clear calls to action for further engagement.",,product-update; content-engagement,lucid,announce-new-features,Thu Apr 03 2025 18:41:00 GMT+0000 (Coordinated Universal Time),Lucid,Product Update from Lucid | Announce New Features 3,"Discover Lucid's new Agile, Cloud, Process, and Product Management solutions launching in 2025. Boost collaboration, compliance, and cloud planning with Lucid and airfocus."
Lately @ Lucid: New solutions that accelerate agility,product-update-from-lucid-10012024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6895e6544266bcde4c1581d4,false,false,Fri Aug 08 2025 11:58:12 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 16:07:27 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6895e6544266bcde4c1581cf_1f999773-4366-4d77-a87e-b5c59f1f31b2.png,Lucid email 34,"This is a promotional email from Lucid Software targeting Agile teams. It introduces new features and templates designed to enhance Agile processes such as daily standups, sprint planning, retrospectives, and program-level planning. The email is structured with sections highlighting specific templates and capabilities, supported by visual elements and call-to-action links to explore or read more. The tone is professional and encouraging, aimed at helping teams collaborate more effectively and deliver value efficiently.",,product-update; new-feature-nudge,lucid,announce-new-features,Tue Oct 01 2024 18:41:00 GMT+0000 (Coordinated Universal Time),Lucid,Product Update from Lucid | Announce New Features 2,"Discover enhanced agile collaboration features in Lucid for team coordination, sprint planning, retrospectives, Jira and Azure DevOps integration, and more."
Lately @ Lucid: See our newest capabilities in action,product-update-from-lucid-06112024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6895e308c26d446a1a5b622e,false,false,Fri Aug 08 2025 11:44:08 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 10:57:10 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/69677686a98e54cff95ae416_6895e2df93ac2fe8b2362c00_74a65ba6-f6e0-40cf-8cd7-e90419ce3894.png,Lucid email 19,"This email is an invitation to a webinar featuring product demos for Lucid's latest capabilities, including new AI features and team hubs. It uses a structured format with a clear call to action to register for the event, segmented into time zones for global audiences. The tone is informative and encouraging, focusing on how the new features solve specific team collaboration challenges and emphasizing the value of attending live or receiving the recorded session afterward.",,product-update; new-feature-nudge,lucid,announce-new-features,Tue Jun 11 2024 07:02:00 GMT+0000 (Coordinated Universal Time),Lucid,Product Update from Lucid | Announce New Features,"Join Lucid's June 18 webinar to see new product demos including team hubs, AI features, and Microsoft Copilot plugin. Learn how to enhance teamwork workflows."
Leading through “The Great Flattening”,newsletter-from-monday06032025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68790905709b034c1e67620f,false,false,Thu Jul 17 2025 14:30:29 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 13:35:43 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68790905709b034c1e6761ff_f55815ab-6195-4294-bb05-02e01b22e140.png,Monday email 13,"This email from monday.com is a weekly newsletter focused on the latest workplace trends, with a particular emphasis on AI developments, management strategies, and finance sector updates. The structure is segmented into clear topical sections such as 'Workplace trends,' 'The AI corner,' and 'Leading through The Great Flattening,' each delivering concise insights and practical advice. The tone is professional yet approachable, blending industry news with engaging elements like quotes, a question of the week, and light humor to maintain reader interest and encourage ongoing engagement.",,newsletter; content-engagement,monday,educate-engage,Tue Jun 03 2025 14:26:00 GMT+0000 (Coordinated Universal Time),monday insights,Newsletter from Monday | Educate & Engage 4,"Discover monday.com weekly insights on AI transforming healthcare, EU's first hedge fund stress test, and tech firms' management cuts to boost agility."
Learn more about Webflow’s new Layout section,new-features-nudge-from-webflow-03042024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b16cf3458500c08e3a6cbd,false,false,Fri Aug 29 2025 09:03:47 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:17:22 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68b16cf3458500c08e3a6cb8_5581e1f8-ce04-4d10-afca-60100a83f6ca.png,Webflow email 23,"This email from Webflow announces the rollout of new Layout section controls designed to enhance user experience with easier navigation, clearer control labels, and improved layout tools for flex and grid systems. The structure is informative and feature-focused, listing key updates in bullet points and including links for learning more and community engagement. The tone is professional and encouraging, aiming to excite users about the new capabilities while inviting feedback and support for Enterprise customers.",,new-feature-nudge; product-education,webflow,announce-new-features,Mon Mar 04 2024 18:30:00 GMT+0000 (Coordinated Universal Time),Webflow,New Feature(s) Nudge from Webflow | Announce New Features,"Webflow introduces new Layout section controls with improved navigation, alignment tools, and gap controls to streamline web design and empower creativity."
Les intervenants de Config 2024 dévoilés !,conference-invite-from-figma-03212024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686e709251eb789d74b07528,false,false,Wed Jul 09 2025 13:37:22 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:28:56 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686e709151eb789d74b07519_7321b7ae-8276-4b19-9b17-50f08069e224.png,Figma email 08,"This email functions as an event announcement and invitation for Figma's Config 2024 conference. It highlights the speaker lineup and topics, offers a 50% discount to encourage early registration, and provides direct links to learn more about each speaker and to reserve event tickets. The structure is visually rich with images and call-to-action buttons, maintaining a professional yet inviting tone to drive engagement and ticket sales.",,conference-invite; irl-event,figma,educate-engage,Thu Mar 21 2024 08:44:00 GMT+0000 (Coordinated Universal Time),Figma,Conference Invite from Figma | Educate & Engage 3,"Découvrez les intervenants de Config 2024 avec Figma. Réservez vite votre place à moitié prix pour 2 jours d'inspiration design, IA, et design systems."
Les places pour le programme Config sont disponibles. Inscrivez-vous dès maintenant.,conference-invite-from-figma-05132024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686e7113470a5b394daed74d,false,false,Wed Jul 09 2025 13:39:31 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:31:58 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686e7113470a5b394daed746_cf4c1fd7-2833-49dd-92b5-99412b790023.png,Figma email 11,"This SaaS marketing email from Figma promotes the Config 2024 conference by highlighting a limited-time 25% discount on tickets and encouraging early reservation. Structured with multiple sections, the email details different tracks in design, development, AI and innovation, design systems, and product creation, each linked to more information. The tone is professional and enthusiastic, aiming to urge recipients to secure tickets and customize their conference experience, supported by visual elements and calls to action throughout.",,conference-invite; irl-event,figma,educate-engage,Mon May 13 2024 09:03:00 GMT+0000 (Coordinated Universal Time),Figma,Conference Invite from Figma | Educate & Engage 9,"Figma offers a 25% discount on tickets for Config 2024, allowing early reservation and personalized scheduling for design, development, AI, and product creation events."
Let Loom take your meeting notes,usage-expansion-from-loom-03252025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689c56fc69e923c51673d95f,false,false,Wed Aug 13 2025 09:12:28 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 17:25:34 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689c56fc69e923c51673d95a_0e18e742-397e-4b61-9597-2359f3e53020.png,Loom email 41,"This email promotes Loom AI's new feature for automatically recording, summarizing, and sharing video call recaps. It has a structured layout with a clear call to action linking users to try the service and integrates multiple hyperlinks and images including Loom branding and social media icons. The tone is professional and helpful, emphasizing time-saving benefits and ease of use with a free trial offer for initial videos.",,usage-expansion; feature-usage-nudge,loom,educate-engage,Tue Mar 25 2025 14:20:00 GMT+0000 (Coordinated Universal Time),The Loom Team,Usage Expansion from Loom | Educate & Engage 3,"Loom AI automates video call recordings, summaries, and recaps synced with your calendar. Boost meeting productivity effortlessly with Loom."
Let an AI expert speed up your next success,nudge-to-book-demo-from-fiverr-06272024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68bb33d1fd1ee445c4903243,false,false,Fri Sep 05 2025 19:02:41 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:16:48 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68bb33d1fd1ee445c4903231_733f94f7-ff1a-4b8c-9201-e5125c94806b.png,Fiverr email 34,,"<p id="""">This SaaS lifecycle email from Fiverr promotes their AI consultation services aimed at helping users leverage AI technologies for business improvement. The email features a bold headline, relevant images, explanatory text highlighting the benefits of consulting AI experts, and multiple clear call-to-action links encouraging users to engage with consultants.</p><p>‍</p><p id="""">The overall tone is professional yet approachable, designed to motivate recipients to explore AI opportunities via one-on-one expert guidance.</p><p>‍</p>",demo-invite,fiverr,educate-engage,Thu Jun 27 2024 10:01:00 GMT+0000 (Coordinated Universal Time),Fiverr,Nudge to Book Demo from Fiverr | Educate & Engage,"Fiverr offers 1-on-1 AI consulting to help businesses implement chatbots, fine-tune content, and integrate AI solutions effectively."
Let our new AI feature write your emails,new-features-nudge-from-pipedrive-05162024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b7d0fc997ff4687f72681,false,false,Tue Aug 12 2025 17:42:39 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:20:14 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b7d0fc997ff4687f7267c_b024b1c2-5217-4759-9d91-3d2246085210.png,Notion email 25,"This email from Pipedrive announces new AI-powered email tools designed to enhance sales productivity by automating email writing and summarization. The email is structured with bold headings for each AI feature, concise explanatory text, supporting images, and direct call-to-action buttons linking users to try the features or watch a related webinar. The tone is friendly and supportive, aimed at addressing common pain points in sales communication while encouraging users to engage with the new tools and resources.",,new-feature-nudge; webinar-recording; product-education,pipedrive,educate-engage,Thu May 16 2024 08:30:00 GMT+0000 (Coordinated Universal Time),Pipedrive,New Feature(s) Nudge from Pipedrive | Educate & Engage,"Discover Pipedrive's AI-powered email tools designed to boost sales productivity by generating, summarizing, and optimizing your sales emails effortlessly."
